term	corpus_freq	category
ביןקודם	1	final_midword
ביןרעותי	1	final_midword
ביניהוןסחור	1	final_midword
ביניהםד	1	final_midword
ביניהםואם	1	final_midword
ביניהןה	1	final_midword
בינךו	1	final_midword
בינתייםת	1	final_midword
בינתיםם	1	final_midword
בירדןוטהר	1	final_midword
בירושליםא	1	final_midword
בישועתl	1	mixed
בךוחסדך	1	final_midword
בךועד	1	final_midword
בךח	1	final_midword
בךיי	1	final_midword
בךמ	1	final_midword
בךמס	1	final_midword
בךרחמי	1	final_midword
בכאןהוא	1	final_midword
בכבכבכםה	1	final_midword
בכהןהדיוט	1	final_midword
בכוןנת	1	final_midword
בכוריםם	1	final_midword
בכיןועזקן	1	final_midword
בכךד	1	final_midword
בכךדכפי	1	final_midword
בכלןף	1	final_midword
בכסףב	1	final_midword
בכריתןןת	1	final_midword
בכרןיומא	1	final_midword
בלאויןא	1	final_midword
בלךא	1	final_midword
בלםרבה	1	final_midword
בלמודיםץ	1	final_midword
בלןגא	1	final_midword
בלןגב	1	final_midword
בלעםוחזא	1	final_midword
בלעםונפק	1	final_midword
בלשןן	1	final_midword
בםבת	1	final_midword
בםוה	1	final_midword
בםז	1	final_midword
בםי	1	final_midword
בםיטל	1	final_midword
בםייעתא	1	final_midword
בםן	1	final_midword
בםע	1	final_midword
בםפדר	1	final_midword
בםפרו	1	final_midword
בםרק	1	final_midword
בםתר	1	final_midword
במאםם	1	final_midword
במהבארנואתהפסוקיםהללו	1	final_midword
במומיi	1	mixed
במוסףאוספין	1	final_midword
במיחזיהוןצ	1	final_midword
במיםי	1	final_midword
במיםיא	1	final_midword
במיץה	1	final_midword
במםכת	1	final_midword
במםכתא	1	final_midword
בממוןאחר	1	final_midword
במסימןלה	1	final_midword
במסימןרה	1	final_midword
במסךהפתח	1	final_midword
במצןת	1	final_midword
במצריםדבר	1	final_midword
במצריםואחזי	1	final_midword
במצריםוית	1	final_midword
במצריםלא	1	final_midword
במצריםלמן	1	final_midword
במצריםם	1	final_midword
במקוםab	1	mixed
במקוםfroit	1	mixed
במקוםד	1	final_midword
במקוםה	1	final_midword
במקוםהטומאה	1	final_midword
במקוםזה	1	final_midword
במקוםן	1	final_midword
במקוםנבזה	1	final_midword
במקוןם	1	final_midword
במקןם	1	final_midword
במקרבהוןלמדבחא	1	final_midword
במשמרתןוקבלו	1	final_midword
במתניתיןדנגע	1	final_midword
במתניתיןשם	1	final_midword
בןא	1	final_midword
בןגא	1	final_midword
בןגמרון	1	final_midword
בןה	1	final_midword
בןהקנה	1	final_midword
בןו	1	final_midword
בןזכאי	1	final_midword
בןזקנים	1	final_midword
בןחרש	1	final_midword
בןלך	1	final_midword
בןם	1	final_midword
בןן	1	final_midword
בןסתות	1	final_midword
בןץ	1	final_midword
בנt	1	mixed
בנגעיםאפילו	1	final_midword
בנותןבמתנה	1	final_midword
בניךבתר	1	final_midword
בניךוענך	1	final_midword
בניכוןמא	1	final_midword
בניםיד	1	final_midword
בניםן	1	final_midword
בנימוסימןן	1	final_midword
בניןועל	1	final_midword
בניןותתע	1	final_midword
בניןלשיטתו	1	final_midword
בניןעל	1	final_midword
בנךעממין	1	final_midword
בנכסיךדצריך	1	final_midword
בנןא	1	final_midword
בנןגע	1	final_midword
בנןי	1	final_midword
בנתהוןבתר	1	final_midword
בנתךוכל	1	final_midword
בסhמפונות	1	mixed
בסוףולמרות	1	final_midword
בסוףלון	1	final_midword
בסוףמעת	1	final_midword
בסוףנראה	1	final_midword
בסוףעל	1	final_midword
בסוףת	1	final_midword
בסופםאדם	1	final_midword
בסטאניםלאב	1	final_midword
בסימןב	1	final_midword
בסימןבת	1	final_midword
בסימןומן	1	final_midword
בסימןי	1	final_midword
בסימןיעל	1	final_midword
בסימןלתא	1	final_midword
בסימןמטא	1	final_midword
בסימןפרא	1	final_midword
בסירןמ	1	final_midword
בסךא	1	final_midword
בסךג	1	final_midword
בסךד	1	final_midword
בסםגא	1	final_midword
בסמוךואמאי	1	final_midword
בסעדךודין	1	final_midword
בסעדךוית	1	final_midword
בסעדךמימרא	1	final_midword
בסעיףק	1	final_midword
בספותךמט	1	final_midword
בספריםדידן	1	final_midword
בסתםצוואות	1	final_midword
בעבותיםוהלך	1	final_midword
בעבירתןי	1	final_midword
בעדיםא	1	final_midword
בעדןמלקדמין	1	final_midword
בעהבamp	1	mixed
בעולםבקניה	1	final_midword
בעולםטומאת	1	final_midword
בעולםם	1	final_midword
בעיןדקלין	1	final_midword
בעיןו	1	final_midword
בעיןוחמ	1	final_midword
בעיןותלתא	1	final_midword
בעיןמן	1	final_midword
בעיןמסבי	1	final_midword
בעיניהוןבית	1	final_midword
בעינןאמר	1	final_midword
בעינןג	1	final_midword
בעינןשלא	1	final_midword
בעינןשנה	1	final_midword
בעירךוית	1	final_midword
בעירךע	1	final_midword
בעכןם	1	final_midword
בעליםבזה	1	final_midword
בעליםונחלקו	1	final_midword
בעמךלא	1	final_midword
בעןהז	1	final_midword
בעניןם	1	final_midword
בערןך	1	final_midword
בפw	1	mixed
בפיםך	1	final_midword
בפךה	1	final_midword
בפלחנהוןוחזא	1	final_midword
בפלןני	1	final_midword
בפןסקים	1	final_midword
בפניםl	1	mixed
בפניםאיסור	1	final_midword
בפניםאף	1	final_midword
בפניםיוצאאור	1	final_midword
בפסימןקת	1	final_midword
בפעסימןא	1	final_midword
בפרעוןאינו	1	final_midword
בפתןח	1	final_midword
בץגג	1	final_midword
בץגד	1	final_midword
בצונןא	1	final_midword
בציבורamp	1	mixed
בציוןולך	1	final_midword
בציםורי	1	final_midword
בציןגב	1	final_midword
בצלותהוןמתרעי	1	final_midword
בצלמיםא	1	final_midword
בצפוןמזבח	1	final_midword
בקדשיםא	1	final_midword
בקורדייקוםס	1	final_midword
בקידושיןישראל	1	final_midword
בקידןושין	1	final_midword
בקימםייון	1	final_midword
בקןא	1	final_midword
בקנןי	1	final_midword
בראשוןן	1	final_midword
ברביםב	1	final_midword
ברביםחיוב	1	final_midword
ברביםלאמר	1	final_midword
ברהםאלה	1	final_midword
ברהםאנא	1	final_midword
ברהםואזל	1	final_midword
ברהםואלה	1	final_midword
ברהםז	1	final_midword
ברהםיצחק	1	final_midword
ברהםית	1	final_midword
ברהםלך	1	final_midword
ברהםלמימר	1	final_midword
ברהםלמס	1	final_midword
ברהםמ	1	final_midword
ברהםעל	1	final_midword
ברהםק	1	final_midword
ברוךב	1	final_midword
ברוךל	1	final_midword
בריךהוא	1	final_midword
בריךיי	1	final_midword
בריךית	1	final_midword
בריךיתהון	1	final_midword
בריןבתרך	1	final_midword
בריןר	1	final_midword
ברךגג	1	final_midword
ברךגו	1	final_midword
ברךעל	1	final_midword
ברכםה	1	final_midword
ברםביומא	1	final_midword
ברםהוה	1	final_midword
ברםזמנא	1	final_midword
ברםלמצר	1	final_midword
ברןך	1	final_midword
ברעתיךן	1	final_midword
ברץגב	1	final_midword
בשבילםא	1	final_midword
בשבתamp	1	mixed
בשבתx	1	mixed
בשוuיה	1	mixed
בשוםן	1	final_midword
בשךסק	1	final_midword
בשלוםף	1	final_midword
בשלםא	1	final_midword
בשםהרב	1	final_midword
בשםישראל	1	final_midword
בשםמהרמרב	1	final_midword
בשםראביה	1	final_midword
בשםרי	1	final_midword
בשםרשבל	1	final_midword
בשמותםל	1	final_midword
בשןם	1	final_midword
בשעw	1	mixed
בששיםריבוא	1	final_midword
בשתיםא	1	final_midword
בתrא	1	mixed
בתוךביתו	1	final_midword
בתוךח	1	final_midword
בתוךך	1	final_midword
בתוךם	1	final_midword
בתוםפתא	1	final_midword
בתיקוןשחיטתו	1	final_midword
בתירןץ	1	final_midword
בתךוספות	1	final_midword
בתכסימןס	1	final_midword
בתןס	1	final_midword
בתפיליןשיש	1	final_midword
בתקוףידא	1	final_midword
גבןגג	1	final_midword
גבריןדחילא	1	final_midword
גבריןח	1	final_midword
גבריןרי	1	final_midword
גגגג	1	repeat_letter
גדםגב	1	final_midword
גויםיא	1	final_midword
גוססימןם	1	final_midword
גוףבגשמיות	1	final_midword
גוףף	1	final_midword
גופךלהתענג	1	final_midword
גורםולפי	1	final_midword
גורמיםלצדיקים	1	final_midword
גורסימןם	1	final_midword
גורסיןם	1	final_midword
גזיםב	1	final_midword
גזךבעמך	1	final_midword
גזםגא	1	final_midword
גזםגב	1	final_midword
גזרתכוןלמרמי	1	final_midword
גיבןן	1	final_midword
גיןזכ	1	final_midword
גירושיןהלכה	1	final_midword
גלויםם	1	final_midword
גלוםקא	1	final_midword
גליוןא	1	final_midword
גליןקדם	1	final_midword
גלםגא	1	final_midword
גםאם	1	final_midword
גםבאכילה	1	final_midword
גםבהושיעה	1	final_midword
גםבטריפה	1	final_midword
גםביחיד	1	final_midword
גםבעהב	1	final_midword
גםגה	1	final_midword
גםגו	1	final_midword
גםה	1	final_midword
גםהחדר	1	final_midword
גםהעולמות	1	final_midword
גםזו	1	final_midword
גםס	1	final_midword
גםצריך	1	final_midword
גםתלישה	1	final_midword
גמליןדא	1	final_midword
גןגג	1	final_midword
גןזי	1	final_midword
גןי	1	final_midword
גןף	1	final_midword
גניןגב	1	final_midword
גנעסימןא	1	final_midword
געגאנגעןאינו	1	final_midword
גףגג	1	final_midword
גףגד	1	final_midword
גףגה	1	final_midword
גףגז	1	final_midword
גףגח	1	final_midword
גףל	1	final_midword
גץגא	1	final_midword
גץגג	1	final_midword
גרuשה	1	mixed
גרדםגא	1	final_midword
גרדםגב	1	final_midword
גרוןומעיו	1	final_midword
גריםאהכי	1	final_midword
גריסימןן	1	final_midword
גרםורק	1	final_midword
גרםקלקול	1	final_midword
גרסינןא	1	final_midword
גרסינןבפרק	1	final_midword
דb	1	mixed
דfחתימתו	1	mixed
דאf	1	mixed
דאבהתךלך	1	final_midword
דאברהםסוד	1	final_midword
דאזלינןלחומרא	1	final_midword
דאיךתני	1	final_midword
דאיןא	1	final_midword
דאיןדיחוי	1	final_midword
דאיןם	1	final_midword
דאיןמבטלים	1	final_midword
דאיןמברכין	1	final_midword
דאיןרשאי	1	final_midword
דאינוןאמרין	1	final_midword
דאיסוריןמבטלין	1	final_midword
דאךתו	1	final_midword
דאלהךאנא	1	final_midword
דאםא	1	final_midword
דאםאומרת	1	final_midword
דאםהמיר	1	final_midword
דאםור	1	final_midword
דאםורים	1	final_midword
דאםחוזר	1	final_midword
דאםיודע	1	final_midword
דאםלא	1	final_midword
דאםר	1	final_midword
דאמריbi	1	mixed
דאמרינןדעובר	1	final_midword
דאמרינןמגו	1	final_midword
דאמרינןמיגו	1	final_midword
דאנוסימןם	1	final_midword
דאסוריןכדרך	1	final_midword
דאסימןר	1	final_midword
דאףדמקלקל	1	final_midword
דאפוטרופסימןן	1	final_midword
דארטיןאיז	1	final_midword
דארםהוה	1	final_midword
דאתיןלא	1	final_midword
דאתיןלצלאה	1	final_midword
דאתעבידןלנא	1	final_midword
דבאנוסימןם	1	final_midword
דבבךדקימין	1	final_midword
דבבךו	1	final_midword
דבבךועל	1	final_midword
דבבךמקדמך	1	final_midword
דבגרושיןן	1	final_midword
דבהןפמ	1	final_midword
דבחיןלבבי	1	final_midword
דבחיןעל	1	final_midword
דביכוריםדיש	1	final_midword
דביןר	1	final_midword
דבכסףנשתעבדו	1	final_midword
דבלעםואמר	1	final_midword
דבמקוםאמי	1	final_midword
דבניךלמרחם	1	final_midword
דבנימןארי	1	final_midword
דבסימןים	1	final_midword
דבסימןפא	1	final_midword
דבעינךעל	1	final_midword
דבעןא	1	final_midword
דבעצםהוא	1	final_midword
דבקדשיםלא	1	final_midword
דבראחרלאתעשהלךפסלוגו	1	final_midword
דבראךיעקב	1	final_midword
דבריהםואומרים	1	final_midword
דבריהםויש	1	final_midword
דבריםבעלמא	1	final_midword
דבריםגוף	1	final_midword
דבריםה	1	final_midword
דבריםהם	1	final_midword
דבריםז	1	final_midword
דבריםח	1	final_midword
דבריםט	1	final_midword
דבריםטו	1	final_midword
דבריםטז	1	final_midword
דבריםיב	1	final_midword
דבריםיח	1	final_midword
דבריםכ	1	final_midword
דבריםכב	1	final_midword
דבריםכה	1	final_midword
דבריםכו	1	final_midword
דבריםכט	1	final_midword
דגיטןין	1	final_midword
דגםיש	1	final_midword
דגםלבוד	1	final_midword
דגםם	1	final_midword
דגםמדברי	1	final_midword
דגןן	1	final_midword
דגרסימןנן	1	final_midword
דדיריןעמכ	1	final_midword
דהטעםדמבמ	1	final_midword
דהךדינא	1	final_midword
דהמברךכו	1	final_midword
דהמיםמצד	1	final_midword
דהןנ	1	final_midword
דהנךתכשיטין	1	final_midword
דהשx	1	mixed
דהתוסםות	1	final_midword
דהתםמשום	1	final_midword
דוגשןן	1	final_midword
דוכתיןבגמרא	1	final_midword
דומיץזקק	1	final_midword
דוןל	1	final_midword
דוןלחד	1	final_midword
דוןעל	1	final_midword
דונםכיהם	1	final_midword
דזv	1	mixed
דזבחיםב	1	final_midword
דזמיןלמהך	1	final_midword
דחברךעד	1	final_midword
דחיישינןלכשפים	1	final_midword
דחליןל	1	final_midword
דחלןדי	1	final_midword
דחןזר	1	final_midword
דחקיןלהון	1	final_midword
דחתוםהכשר	1	final_midword
דטןהנ	1	final_midword
דטעיםטעמא	1	final_midword
דטענינןמזוייף	1	final_midword
דיהוןמ	1	final_midword
דיהוןעסרין	1	final_midword
דיהושuע	1	mixed
דייניןואיכא	1	final_midword
דיךפינן	1	final_midword
דיכריןו	1	final_midword
דילןוכמו	1	final_midword
דילףלמדחל	1	final_midword
דילפינןמהפסוק	1	final_midword
דיןאלהי	1	final_midword
דיןאצלי	1	final_midword
דיןארי	1	final_midword
דיןב	1	final_midword
דיןבידך	1	final_midword
דיןבעולם	1	final_midword
דיןדי	1	final_midword
דיןדקט	1	final_midword
דיןונהי	1	final_midword
דיןוריש	1	final_midword
דיןיהי	1	final_midword
דיןימינא	1	final_midword
דיןית	1	final_midword
דיןלדייטב	1	final_midword
דיןלדריכ	1	final_midword
דיןלמהוי	1	final_midword
דיןלמרחם	1	final_midword
דיןלקדם	1	final_midword
דיןמ	1	final_midword
דיןמדחל	1	final_midword
דיןמלבד	1	final_midword
דיןמן	1	final_midword
דיןמסרבין	1	final_midword
דיןן	1	final_midword
דיןסטי	1	final_midword
דיןעמא	1	final_midword
דיןף	1	final_midword
דיןקדם	1	final_midword
דיןקדמ	1	final_midword
דיןקדמאין	1	final_midword
דיןקדמי	1	final_midword
דיןרחים	1	final_midword
דיןשותפין	1	final_midword
דיניהםשופטיהם	1	final_midword
דיניםחמץעיסת	1	final_midword
דיניןאנ	1	final_midword
דיתביןבהון	1	final_midword
דךאא	1	final_midword
דךאב	1	final_midword
דךבים	1	final_midword
דךד	1	final_midword
דךה	1	final_midword
דךזא	1	final_midword
דךזב	1	final_midword
דךח	1	final_midword
דךט	1	final_midword
דךר	1	final_midword
דכונסימןן	1	final_midword
דכופיןאותו	1	final_midword
דכיוןדבעל	1	final_midword
דכיוןדהאיסור	1	final_midword
דכיוןדהאשה	1	final_midword
דכיוןדהתובע	1	final_midword
דכיוןדחתימת	1	final_midword
דכיוןדיכולה	1	final_midword
דכיוןדלא	1	final_midword
דכיוןדמסית	1	final_midword
דכיוןדעוקבן	1	final_midword
דכיוןדקייל	1	final_midword
דכיוןן	1	final_midword
דכיןו	1	final_midword
דכיריןית	1	final_midword
דכלאיםבציצית	1	final_midword
דכלזמןשלא	1	final_midword
דכנעןדי	1	final_midword
דכנעןויהבת	1	final_midword
דכנעןית	1	final_midword
דכנעןעד	1	final_midword
דכסףו	1	final_midword
דכסףואנ	1	final_midword
דכסףודחלן	1	final_midword
דכסףחדא	1	final_midword
דכסףנגיד	1	final_midword
דכרמךלא	1	final_midword
דכתןבות	1	final_midword
דלבןאר	1	final_midword
דלדיךיה	1	final_midword
דלחםמ	1	final_midword
דליוחסימןן	1	final_midword
דלכךחוששין	1	final_midword
דלעיןנ	1	final_midword
דלעניןדמצוה	1	final_midword
דלעניןהזיוף	1	final_midword
דלעניןעיבור	1	final_midword
דלףל	1	final_midword
דלקמןבפ	1	final_midword
דלתבועd	1	mixed
דלתיןה	1	final_midword
דםד	1	final_midword
דםדכ	1	final_midword
דםזרעין	1	final_midword
דםיהי	1	final_midword
דםית	1	final_midword
דםכין	1	final_midword
דםלידה	1	final_midword
דםמיך	1	final_midword
דםן	1	final_midword
דםפדר	1	final_midword
דםפסלא	1	final_midword
דםקדמ	1	final_midword
דםר	1	final_midword
דםרוץ	1	final_midword
דםתמיה	1	final_midword
דמnש	1	mixed
דמאןדמוקי	1	final_midword
דמבסםלכל	1	final_midword
דמגליןלנא	1	final_midword
דמוליכיןנ	1	final_midword
דמחייביםבשל	1	final_midword
דמטטרוןוהוא	1	final_midword
דמיךיי	1	final_midword
דמיםאמר	1	final_midword
דמיםובפרק	1	final_midword
דמיםכו	1	final_midword
דמיתנוןל	1	final_midword
דמםבדרום	1	final_midword
דמםתייה	1	final_midword
דמןהאירוסין	1	final_midword
דמןקדמ	1	final_midword
דמןרחיק	1	final_midword
דמפסימןד	1	final_midword
דמצריםבחיל	1	final_midword
דמצריםית	1	final_midword
דמצריםל	1	final_midword
דמצריםלגבבא	1	final_midword
דמצריםמאנ	1	final_midword
דמצריםמב	1	final_midword
דמצריםמעדן	1	final_midword
דמריםידי	1	final_midword
דמשוםתיקון	1	final_midword
דמתיליןלחיות	1	final_midword
דמתניתיןמשום	1	final_midword
דמתנןא	1	final_midword
דמתנןוכל	1	final_midword
דמתעטףויושב	1	final_midword
דןאחיעזר	1	final_midword
דןה	1	final_midword
דןי	1	final_midword
דןל	1	final_midword
דןלזרעיתה	1	final_midword
דןמכני	1	final_midword
דןס	1	final_midword
דןק	1	final_midword
דןקא	1	final_midword
דןר	1	final_midword
דןת	1	final_midword
דנגדןממעמקי	1	final_midword
דנדריםהמתקן	1	final_midword
דנטליןית	1	final_midword
דניןלכ	1	final_midword
דנךלפתגמי	1	final_midword
דנכנסימןן	1	final_midword
דנןחיכת	1	final_midword
דנןימאיך	1	final_midword
דנןע	1	final_midword
דנצחיןבקרבא	1	final_midword
דסומכוםס	1	final_midword
דסוףוגבורן	1	final_midword
דסימיןסברה	1	final_midword
דסמיךעד	1	final_midword
דסןף	1	final_midword
דעאןנבני	1	final_midword
דעדייןלפירות	1	final_midword
דעדיםהחתומים	1	final_midword
דעדןלמפלח	1	final_midword
דעץא	1	final_midword
דעתםמתיישבת	1	final_midword
דעתןבורח	1	final_midword
דףג	1	final_midword
דףגא	1	final_midword
דףה	1	final_midword
דףזקן	1	final_midword
דףטז	1	final_midword
דףכ	1	final_midword
דףכה	1	final_midword
דףכז	1	final_midword
דףלח	1	final_midword
דףמב	1	final_midword
דףנו	1	final_midword
דףקיז	1	final_midword
דףקלד	1	final_midword
דפארןעל	1	final_midword
דפחותיםהם	1	final_midword
דפילןבמ	1	final_midword
דפןגב	1	final_midword
דפסימןקתא	1	final_midword
דפריךהשס	1	final_midword
דפריךשם	1	final_midword
דצדיקיןננטר	1	final_midword
דצריךשיחדש	1	final_midword
דקu	1	mixed
דקאםוממלל	1	final_midword
דקאםל	1	final_midword
דקדושיןא	1	final_midword
דקונמןת	1	final_midword
דקוריןאותה	1	final_midword
דקיקיןויעל	1	final_midword
דקםברי	1	final_midword
דקמסימןיע	1	final_midword
דקריביןלך	1	final_midword
דקריביןלקטילא	1	final_midword
דקתמיןזא	1	final_midword
דרh	1	mixed
דרj	1	mixed
דרn	1	mixed
דרבןנ	1	final_midword
דרבנןבריך	1	final_midword
דרבנןבשוגג	1	final_midword
דרבנןואיכא	1	final_midword
דרבנןכל	1	final_midword
דרבנןליכא	1	final_midword
דרבנןלקולא	1	final_midword
דרדףבתר	1	final_midword
דרדףסריק	1	final_midword
דרדףצדקתא	1	final_midword
דריםיח	1	final_midword
דרךחיבה	1	final_midword
דרעףי	1	final_midword
דשייךשמא	1	final_midword
דשםוכב	1	final_midword
דשמעוןקידושין	1	final_midword
דשןגא	1	final_midword
דשניהםאמת	1	final_midword
דתהפיךמלתא	1	final_midword
דתוךך	1	final_midword
דתריךיי	1	final_midword
הb	1	mixed
הhא	1	mixed
הjול	1	mixed
הjשש	1	mixed
הl	1	mixed
הlagos	1	mixed
הnחבר	1	mixed
הnיתו	1	mixed
הnצות	1	mixed
הp	1	mixed
הtelescope	1	mixed
הusda	1	mixed
הuא	1	mixed
הxעמה	1	mixed
הyוב	1	mixed
האhשקוטו	1	mixed
האjד	1	mixed
האבןששלחו	1	final_midword
האדnה	1	mixed
האדo	1	mixed
האדםאו	1	final_midword
האדםאמר	1	final_midword
האדםבשעה	1	final_midword
האדםלהיות	1	final_midword
האוכליןאין	1	final_midword
האוכליןהא	1	final_midword
האורךא	1	final_midword
האורךה	1	final_midword
האותשלהנתקנהבתקוןשלהאותה	1	final_midword
האחרוניםמצטרפין	1	final_midword
האימוריםבמה	1	final_midword
האליליםב	1	final_midword
האליןדרא	1	final_midword
האליןהמ	1	final_midword
האליןואקם	1	final_midword
האליןית	1	final_midword
האליןלא	1	final_midword
האליןלכל	1	final_midword
האליןמקדמך	1	final_midword
האליןעבד	1	final_midword
האםפותירי	1	final_midword
האנוןדאזלו	1	final_midword
האנשיםהעומדים	1	final_midword
האסוריםאלמא	1	final_midword
האפיקורסימןם	1	final_midword
הארחוןף	1	final_midword
האריךבמדרש	1	final_midword
האריךוהרחיב	1	final_midword
הארץובכלךררץ	1	final_midword
הארץוה	1	final_midword
הארץוממ	1	final_midword
הארץעם	1	final_midword
הארץרץ	1	final_midword
הבj	1	mixed
הבאיםמקרקע	1	final_midword
הביניםבמלה	1	final_midword
הבןא	1	final_midword
הבניםא	1	final_midword
הבניןאמלתרא	1	final_midword
הבעליםלא	1	final_midword
הברכההייןיין	1	final_midword
הגn	1	mixed
הגאוןן	1	final_midword
הגאוניםגזל	1	final_midword
הגוףבעפר	1	final_midword
הגוףהשם	1	final_midword
הגוףוזה	1	final_midword
הגוףף	1	final_midword
הגוףקסבר	1	final_midword
הגםשרא	1	final_midword
הגןגא	1	final_midword
הגרעיןב	1	final_midword
הדjי	1	mixed
הדבריםנכונים	1	final_midword
הדבריםשעד	1	final_midword
הדורסימןן	1	final_midword
הדייביםם	1	final_midword
הדיןאח	1	final_midword
הדיןאחיד	1	final_midword
הדיןאם	1	final_midword
הדיןארי	1	final_midword
הדיןאת	1	final_midword
הדיןאתיהב	1	final_midword
הדיןב	1	final_midword
הדיןביומא	1	final_midword
הדיןבכמה	1	final_midword
הדיןג	1	final_midword
הדיןדנן	1	final_midword
הדיןהניח	1	final_midword
הדיןואקטול	1	final_midword
הדיןובו	1	final_midword
הדיןועד	1	final_midword
הדיןועסרא	1	final_midword
הדיןיי	1	final_midword
הדיןלה	1	final_midword
הדיןלעמך	1	final_midword
הדיןמחיצות	1	final_midword
הדיןנ	1	final_midword
הדיןנפק	1	final_midword
הדיןף	1	final_midword
הדיןשילם	1	final_midword
הדיניםבמערכת	1	final_midword
הדלךפוס	1	final_midword
הדםא	1	final_midword
הדםבדורות	1	final_midword
הדםהאת	1	final_midword
הדמיוןי	1	final_midword
הדןי	1	final_midword
הדןין	1	final_midword
הדרוםה	1	final_midword
הדרוםט	1	final_midword
הדרךמתי	1	final_midword
הדרךשתפסו	1	final_midword
הדשןתרומת	1	final_midword
ההb	1	mixed
ההההההה	1	repeat_letter
ההולכיםעפי	1	final_midword
ההיןו	1	final_midword
ההכרחייםהוא	1	final_midword
ההםה	1	final_midword
הוk	1	mixed
הוגענוךוגו	1	final_midword
הוהץחמק	1	final_midword
הולךף	1	final_midword
הוןדכסף	1	final_midword
הוןה	1	final_midword
הוןזוא	1	final_midword
הוןי	1	final_midword
הוןסדרא	1	final_midword
הוףאו	1	final_midword
הוצאתיךמארץ	1	final_midword
הוצרךלפרש	1	final_midword
הוקםהמשכן	1	final_midword
הוקףא	1	final_midword
הורוויץזל	1	final_midword
הושלםם	1	final_midword
הזיוןיגים	1	final_midword
הזמןפטור	1	final_midword
החוטיןו	1	final_midword
החזןן	1	final_midword
החייםוהשלום	1	final_midword
החכםמהרם	1	final_midword
החכמיםיעשו	1	final_midword
החלuת	1	mixed
החמץעדיין	1	final_midword
החמריןשנכנסולעיר	1	final_midword
החמשיםך	1	final_midword
החפץן	1	final_midword
הטוטיןדשיין	1	final_midword
הטעםא	1	final_midword
הטעםדאין	1	final_midword
הטעםרק	1	final_midword
הטעמיםאם	1	final_midword
היjיד	1	mixed
היאבסתרוהםבגלוי	1	final_midword
היבוםב	1	final_midword
היבוםולכאורה	1	final_midword
היוםבלבד	1	final_midword
היוםהשני	1	final_midword
היוםחובה	1	final_midword
היוםיקדש	1	final_midword
היוםלשעבר	1	final_midword
היורשםי	1	final_midword
הייןא	1	final_midword
הייןה	1	final_midword
הייןואמר	1	final_midword
היךהבל	1	final_midword
היךמאן	1	final_midword
היךמעילא	1	final_midword
היךעובד	1	final_midword
היךצבינא	1	final_midword
היךקריתא	1	final_midword
הילl	1	mixed
הילוליםף	1	final_midword
הילכךד	1	final_midword
היםה	1	final_midword
הימיםבחדרו	1	final_midword
הימיםהאלה	1	final_midword
הימיםפ	1	final_midword
היץומה	1	final_midword
הךא	1	final_midword
הךז	1	final_midword
הךךי	1	final_midword
הךף	1	final_midword
הךץ	1	final_midword
הכהןהזר	1	final_midword
הכהןידבר	1	final_midword
הכהןלטמא	1	final_midword
הכוןן	1	final_midword
הכורךהקוטם	1	final_midword
הכיפוריםגלא	1	final_midword
הכיפוריםז	1	final_midword
הכיפוריםיג	1	final_midword
הכלבלשוןיחיד	1	final_midword
הכםא	1	final_midword
הכןה	1	final_midword
הכןןנה	1	final_midword
הכןקנאתא	1	final_midword
הכסימןל	1	final_midword
הכסףף	1	final_midword
הכפוריםמעכבין	1	final_midword
הכפוריםעכל	1	final_midword
הכפוריםפר	1	final_midword
הכרוזיםבחוץ	1	final_midword
הכתךוב	1	final_midword
הכתןוסילטא	1	final_midword
הלבושיםטור	1	final_midword
הלומדיםאת	1	final_midword
הלחייםמן	1	final_midword
הלחםאם	1	final_midword
הלךגא	1	final_midword
הלכךף	1	final_midword
הלשוןף	1	final_midword
הלשיןו	1	final_midword
הםא	1	final_midword
הםב	1	final_midword
הםגבי	1	final_midword
הםה	1	final_midword
הםוזהו	1	final_midword
הםימנין	1	final_midword
הםלאך	1	final_midword
הםמשלמין	1	final_midword
הםמתגלים	1	final_midword
הםנהדראות	1	final_midword
הםסח	1	final_midword
הםע	1	final_midword
הםעפים	1	final_midword
הםפר	1	final_midword
הםץ	1	final_midword
הםקשורים	1	final_midword
הםרוחים	1	final_midword
הםרחים	1	final_midword
הםת	1	final_midword
המבןל	1	final_midword
המברךלברכת	1	final_midword
המוקדשיןם	1	final_midword
המזוןא	1	final_midword
המזוןב	1	final_midword
המזןן	1	final_midword
המחבריםלהשיג	1	final_midword
המטמאיםבפרה	1	final_midword
המידןדן	1	final_midword
המיםשל	1	final_midword
המיניןו	1	final_midword
המךתא	1	final_midword
המכo	1	mixed
המכונסימןם	1	final_midword
המלךכך	1	final_midword
המלךם	1	final_midword
המלךספרה	1	final_midword
המלךף	1	final_midword
המלךשופט	1	final_midword
המםקנ	1	final_midword
הממוןה	1	final_midword
הממןן	1	final_midword
המןבא	1	final_midword
המןד	1	final_midword
המןזכר	1	final_midword
המןנעת	1	final_midword
המנןנא	1	final_midword
המסימןרת	1	final_midword
המסימןתים	1	final_midword
המעייi	1	mixed
המעןת	1	final_midword
המפורשיםלחלק	1	final_midword
המפןרש	1	final_midword
המפסימןק	1	final_midword
המפרישיןמעשרות	1	final_midword
המציאוןת	1	final_midword
המצןת	1	final_midword
המקבליםף	1	final_midword
המקוםנוחה	1	final_midword
המשלj	1	mixed
המשמשיןשלא	1	final_midword
המשקיןם	1	final_midword
